waterLevel,Month,buildingsImpacted,matchString
76.17,10,2895.271,76.17_10
76.17,11,7319.881,76.17_11
76.17,12,9143.387,76.17_12
76.17,2,8161.015,76.17_2
76.17,3,7680.632,76.17_3
76.17,4,3598.063,76.17_4
76.17,5,956.519,76.17_5
76.17,6,370.986,76.17_6
76.17,7,268.613,76.17_7
76.17,8,381.501,76.17_8
76.17,9,850.293,76.17_9
76.18,1,9471.214,76.18_1
76.18,10,2961.129,76.18_10
76.18,11,7485.339,76.18_11
76.18,12,9352.394,76.18_12
76.18,2,8340.651,76.18_2
76.18,3,7845.978,76.18_3
76.18,4,3680.717,76.18_4
76.18,5,978.33,76.18_5
76.18,6,378.865,76.18_6
76.18,7,274.995,76.18_7
76.18,8,391.156,76.18_8
76.18,9,871.15,76.18_9
76.19,1,9682.119,76.19_1
76.19,10,3027.447,76.19_10
76.19,11,7651.957,76.19_11
76.19,12,9562.665,76.19_12
76.19,2,8521.034,76.19_2
76.19,3,8011.89,76.19_3
76.19,4,3763.872,76.19_4
76.19,5,1000.259,76.19_5
76.19,6,386.778,76.19_6
76.19,7,281.42,76.19_7
76.19,8,400.882,76.19_8
76.19,9,892.154,76.19_9
76.2,1,9894.091,76.2_1
76.2,10,3094.226,76.2_10
76.2,11,7819.736,76.2_11
76.2,12,9774.2,76.2_12
76.2,2,8702.162,76.2_2
76.2,3,8178.366,76.2_3
76.2,4,3847.53,76.2_4
76.2,5,1022.306,76.2_5
76.2,6,394.723,76.2_6
76.2,7,287.889,76.2_7
76.2,8,410.679,76.2_8
76.2,9,913.304,76.2_9
